Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Antimony
aeadditions:pattern.fluid:0, ME Fluid Pattern: Argon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Argon Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Arsenic Vapor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Beryllium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Bismuth
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Carbon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Cerium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chlorine Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Chrome
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Cobalt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Copper
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Darmstadtium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Deuterium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Europium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluorine Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Gallium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Gold
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Helium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium-3
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Indium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Iridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iron Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Krypton
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lanthanum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lead
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lutetium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Magnesium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Manganese
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mercury
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Molybdenum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Neodymium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Neon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nickel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nickel Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Niobium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Osmium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oxygen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oxygen Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Palladium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Platinum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Plutonium 239
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Plutonium 241
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Potassium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Radon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Rhodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ruthenium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Samarium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Silicon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Silver
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tantalum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Thorium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Titanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tritium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tungsten
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Uranium 238
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Uranium 235
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Vanadium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Xenon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Yttrium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Zinc
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Naquadah
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Enriched Naquadah
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Naquadria
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Neutronium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tritanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Duranium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Trinium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Annealed Copper
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Battery Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Brass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Cupronickel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Electrum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Invar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Kanthal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Kanthal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Magnalium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nichrome
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Nichrome
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Niobium Nitride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Niobium Nitride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Niobium-Titanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Niobium-Titanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sterling Silver
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Rose Gold
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Black Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Black Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Bismuth Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ruridit
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Ruridit
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Soldering Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Stainless Steel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Steel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tin Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ultimet
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Ultimet
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Vanadium-Gallium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Vanadium-Gallium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Wrought Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Yttrium Barium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Yttrium Barium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Osmiridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Osmiridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Gallium Arsenide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Indium Gallium Phosphide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nickel Zinc Ferrite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium Persulfate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tungstencarbide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Tungstencarbide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Titanium Tetrachloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen Sulfide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phosphoric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hypochlorous Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ammonia
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitric Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iron III Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enriched Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Depleted Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrous Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrochloric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium Potassium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Manganese Phosphide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Magnesium Diboride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Magnesium Diboride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Mercury Barium Calcium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Mercury Barium Calcium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Uranium Triplatinum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium Triplatinum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Samarium Iron Arsenic Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Samarium Iron Arsenic Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Indium Tin Barium Titanium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Indium Tin Barium Titanium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Uranium Rhodium Dinaquadide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium Rhodium Dinaquadide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Enriched Naquadah Trinium Europium Duranide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Enriched Naquadah Trinium Europium Duranide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ruthenium Trinium Americium Neutronate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Ruthenium Trinium Americium Neutronate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rhodium Sulfate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluoroantimonic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid RTM Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten RTM Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Silicone Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Styrene-Butadiene Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Fiber-Reinforced Epoxy Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polyvinyl Chloride (PVC)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polyphenylene Sulfide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glyceryl Trinitrate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polybenzimidazole (PBI)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polyethylene (PE)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Epoxy Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polycaprolactam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polytetrafluoroethylene (PTFE)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methane Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Epichlorohydrin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Monochloramine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chloroform
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cumene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tetrafluoroethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chloromethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Allyl Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Isoprene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Propane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Propene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dissolved Calcium Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vinyl Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methyl Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethenone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tetranitromethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dimethylamine
aeadditions:pattern.fluid:0, ME Fluid Pattern: 1,1-Dimethylhydrazine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dinitrogen Tetroxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dimethyldichlorosilane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Styrene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butadiene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dichlorobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Acetic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phenol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bisphenol A
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vinyl Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Benzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Acetone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glycerol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methanol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethanol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Toluene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diphenyl Isophthalate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phthalic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dimethylbenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: 3,3-Diaminobenzidine
aeadditions:pattern.fluid:0, ME Fluid Pattern: 3,3-Dichlorobenzidine
aeadditions:pattern.fluid:0, ME Fluid Pattern: 2-Nitrochlorobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chlorobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Octane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethyl Tert-Butyl Ether
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethylbenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphthalene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cyclohexane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrosyl Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butyraldehyde
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Polyvinyl Butyral
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polychlorinated Biphenyl (PCB)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wood Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wood Vinegar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wood Tar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Charcoal Byproducts
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biomass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bio Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Biomass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Creosote
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glue
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lubricant
aeadditions:pattern.fluid:0, ME Fluid Pattern: McGuffium 239
aeadditions:pattern.fluid:0, ME Fluid Pattern: Indium Concentrate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seed Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Drilling Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Construction Foam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Light Fuel
